patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
f8c88fae-a217-4f84-bdb0-25ff2451e5a4,Hương Mai,074821759464,09/10/1964,0843671369,dbui@example.com,"5 John Hẻm
Thành phố JohnHuyện, 564637",Tim mạch,8.39,Nhật Mai Bùi,23/02/2026
1d2324e6-8329-40b7-8143-f426372f871a,Huy Đức Vũ,406409097439,21/09/2001,0733942104,john36@example.net,"32 Vũ Tổ
Thành phố JanePhường, 551574",Khỏe mạnh,3.78,Chị Kim Mai,17/05/2026
d556b37d-8f08-41ee-8011-316b3ae88926,Vũ Hữu Nguyễn,521456232858,11/11/1994,0942474517,duongjohn@example.com,"6 Trần Số
Huyện JohnXã, 582446",Tiểu đường,4.7,Vũ Bảo Trần,17/02/2026
862268d1-6683-4107-96c0-44d06f887f28,Kim Vũ,368516048175,13/09/1981,0796513709,janele@example.org,"8 Jane Tổ
Quận JohnQuận, 368402",Tim mạch,11.28,Chị Duyên Lê,28/05/2026
2d5972c6-134a-4a2f-a7cf-705cc257cf73,Quý ông Nhiên Hoàng,317461200471,03/08/1996,0338267586,jane27@example.org,"90 Mai Ngõ
JaneThị xã, 139434",Huyết áp cao,11.03,Linh Vũ,15/01/2026
daf481a7-fa34-42e8-9d3f-7d7ea508dc95,Khoa Hoàng,179640537735,03/07/2004,0358506431,lduong@example.net,"93 Hoàng Dãy
Thành phố JaneThành phố, 950360",Khỏe mạnh,4.28,Vũ Xuân Nguyễn,18/02/2026
707df251-fdb1-429e-b010-ed13b526b22d,Bà Thành Vũ,390053293183,21/03/1988,0933529042,rdang@example.net,"518 Vũ Khu
Huyện JohnXã, 795847",Huyết áp cao,8.09,Bà Hạnh Bùi,26/01/2026
15b02530-f020-4992-b576-255e98549f22,Tùng Bùi,210205395024,13/03/1980,0326811775,johnbui@example.net,"23 Dương Làng
Quận JohnThành phố, 410160",Tiểu đường,7.34,Phương Mai,12/06/2026
09a9d1c1-86ca-46f4-a238-fe93bd17c5e8,Trọng Trí Hoàng,390847007661,06/10/1986,0871159212,johnle@example.net,"7 Jane Tổ
Thị xã JanePhường, 921874",Tim mạch,8.81,Anh Tùng Phạm,02/03/2026
78116802-c8cc-4cfe-8f01-f944f7315749,Bà Dương Hoàng,985698478961,17/06/1995,0383673657,xvu@example.com,"392 Nguyễn Dãy
JohnPhường, 986982",Khỏe mạnh,7.04,Hạnh Trần,29/05/2026
e7c225da-7306-4588-85d5-a68d290a3abb,Quý cô Hà Phạm,156545271111,21/11/1996,0815280988,john60@example.com,"15 John Tổ
Huyện JohnQuận, 140163",Tim mạch,9.2,Châu Lê,28/05/2026
9d8776a0-72d7-4bdd-b817-99ffb49e04cc,Xuân Trần,656049451983,29/01/1938,0573158514,john28@example.net,"434 John Làng
JaneThành phố, 216242",Huyết áp cao,10.36,Ông Minh Hoàng,16/02/2026
6de299a1-4a90-4d0c-a4c1-73b9b7f28572,Duyên Đặng,899809402445,26/03/1968,0702296120,qle@example.net,"888 Jane Dãy
Thị xã JaneHuyện, 883618",Tiểu đường,9.84,Linh Trần,08/03/2026
a0d572c8-a837-4e68-bba2-05ca3dba6da8,Khoa Đặng,366752545991,25/08/1953,0322901476,dangjane@example.net,"7 John Ngõ
JohnHuyện, 311383",Khỏe mạnh,8.66,Vi Phạm,22/06/2026
4f612217-eef1-4694-90ca-e32d0aba590e,Phương Mai Bảo Vũ,643815614978,23/06/1940,0703690034,janedang@example.org,"15 Bùi Dãy
JaneQuận, 620306",Huyết áp cao,10.02,Bác Minh Vũ,05/06/2026
14348f62-6cac-428c-ba22-006515260718,Khoa Xuân Mai,445107622683,23/06/1975,0985160607,john15@example.net,"6 Jane Tổ
JohnPhường, 469685",Tiểu đường,10.83,Hạnh Thị Trần,11/05/2026
83599af6-5d01-455f-a7fd-64c4a334058a,Cô Bảo Hoàng,969664160529,16/02/1995,0851613696,lejohn@example.org,"69 John Dãy
JaneThị xã, 900152",Tiểu đường,6.86,Khoa Lê,13/04/2026
a6499cdc-507b-4072-a5e5-8f345df06e8c,Quang Trần,453521818835,08/01/1939,0723124329,janemai@example.com,"47 Jane Dãy
Thành phố JohnThành phố, 574001",Huyết áp cao,9.96,Quý cô Hà Đặng,10/05/2026
8ccc9cea-109f-48ee-b5a4-720058f0dd23,Khoa Lê,127799799552,10/03/1959,0817744905,john13@example.org,"589 Dương Hẻm
Thành phố JaneThị xã, 851759",Tiểu đường,6.14,Quý ông Huy Hoàng,15/01/2026
a4704d48-5128-49b1-b8ed-e0ca20156a72,Nhật Dương,700541199867,27/11/2005,0980793597,john89@example.org,"80 John Khu
Quận JanePhường, 336422",Huyết áp cao,11.64,Minh Thế Trần,18/02/2026
8d03f17a-f4d3-45c1-a293-19fa3240d7a1,Hoàng Vũ,715182037788,06/02/2008,0925546659,maijohn@example.net,"995 John Ngõ
Huyện JohnXã, 536822",Tiểu đường,10.21,Chi Mai,26/02/2026
7ba24588-4d56-4a3d-b4e7-069aa4540937,Quý cô Thảo Dương,515186449251,04/06/1945,0925462914,lejane@example.com,"92 Đặng Tổ
JohnHuyện, 639995",Khỏe mạnh,8.97,Thành Phạm,01/04/2026
3f779cae-7318-496d-8479-06121f5d988f,Cô An Vũ,528168505423,11/10/1987,0773322141,kpham@example.com,"278 Dương Khu
JohnThành phố, 512344",Tiểu đường,9.13,Anh Trung Hoàng,10/03/2026
7eb162f1-4806-4804-8cf0-374c0c74dc0f,Bác Tùng Nguyễn,929622292706,14/02/1950,0737947383,qle@example.net,"06 John Tổ
JohnThị xã, 628750",Tim mạch,11.71,Bác Trọng Hoàng,24/01/2026
64d6dfbf-18c0-4e2b-b99f-070420f0156a,Dũng Phú Lê,735977468862,02/08/1962,0592407581,cmai@example.org,"87 John Tổ
JohnThị xã, 746447",Tiểu đường,5.92,Nhiên Đặng,09/04/2026
7d66971e-8847-4c56-827c-9f8cd40ac5e9,Châu Nguyễn,247826137506,17/08/1985,0368536153,john69@example.com,"7 Hoàng Làng
Thị xã JohnXã, 759580",Tiểu đường,6.21,Bảo Hải Nguyễn,22/04/2026
30d73df7-1c22-4cea-b355-56a5f2bd92f2,Chi Đặng,152204727790,27/06/1992,0304328986,janepham@example.com,"0 John Tổ
JaneHuyện, 281594",Tiểu đường,10.1,Bác Tùng Đặng,12/05/2026
ae455cc6-b88e-430f-9e1e-994ac5a11f5c,Trọng Dương,341036971179,29/08/1961,0908932460,janemai@example.com,"37 Dương Tổ
JaneThành phố, 701334",Tim mạch,5.54,Kim Phú Lê,26/02/2026
b6d1f6bb-f48f-409c-89a2-24410ac4de85,Thành Dương,621851888880,24/05/1970,0870654051,mpham@example.net,"199 John Đường
Quận JohnThành phố, 533377",Tim mạch,5.55,Châu Đức Lê,02/01/2026
edd97a1a-fa58-4b27-8ce3-e7c3f6eab3a0,Quý cô Hải Dương,195205852772,22/06/2000,0517043030,janedang@example.com,"9 John Hẻm
JohnThành phố, 976822",Tim mạch,11.43,Nhật Xuân Vũ,20/06/2026
9165f2ed-4c63-4e95-825f-55430997623a,Thành Vũ,868740345054,30/04/1997,0356676527,gle@example.com,"27 Lê Đường
JaneXã, 807160",Khỏe mạnh,6.62,Chị Duyên Bùi,10/06/2026
1634725b-53f3-4073-83e9-6ef46d7df5d0,Hải Đức Lê,841616928451,18/08/1954,0354479627,pdang@example.org,"45 Hoàng Đường
JanePhường, 347781",Tim mạch,7.3,Dương Trần,01/04/2026
afa28559-67c9-4204-a8e3-33b64e8adc4b,Tú Vũ,596401658202,07/07/1985,0970213556,johnle@example.com,"87 John Ngõ
JaneThành phố, 691573",Tiểu đường,8.64,An Mai,25/06/2026
89628f6e-929c-43b3-b3c0-8bf18167999f,Chị Thành Mai,755719285654,18/08/1995,0510278681,phamjane@example.org,"728 Dương Đường
JanePhường, 122827",Tim mạch,10.09,Hạnh Văn Phạm,23/04/2026
58330b30-6c77-4e95-8b98-1ccd12b2102d,Phương Nguyễn,739473121727,19/11/1944,0355188442,snguyen@example.com,"6 Bùi Dãy
JaneThành phố, 815894",Huyết áp cao,10.25,Bà Hà Lê,15/04/2026
ba54e920-2099-4180-8762-3997649f7d88,Cô Vi Nguyễn,831323705895,06/02/1976,0882911467,bmai@example.net,"752 Phạm Ngõ
Thị xã JohnQuận, 316092",Khỏe mạnh,10.04,Hà Hoàng,07/01/2026
b40a9181-ac09-4db7-9908-6e477249f62c,Mai Nguyễn,912517785289,29/03/1990,0526801824,ipham@example.org,"843 Hoàng Tổ
Huyện JohnPhường, 646571",Huyết áp cao,4.88,Quý cô Thảo Vũ,12/01/2026
e134edfc-9777-4f10-b2d2-393f8e85140d,Quý cô Phương Dương,358414384249,15/11/1941,0918299229,jane85@example.net,"62 Phạm Làng
JohnThị xã, 160423",Tim mạch,10.66,Kim Trí Bùi,17/02/2026
a58e83dd-548c-4d84-b40d-e04941476506,Nhật Đặng,900109439690,29/01/1948,0884473647,johnvu@example.com,"398 Jane Làng
JaneThành phố, 322096",Tiểu đường,9.35,Cô Yến Dương,27/06/2026
b42a2d93-9aba-4f15-b214-90623e1a963e,Quý cô Xuân Phạm,276773592555,07/04/1979,0825881537,jane78@example.net,"87 Trần Dãy
JohnHuyện, 428122",Tiểu đường,5.77,An Hải Lê,04/01/2026
95831d58-ef4c-4119-8da5-d39b42c21797,Hạnh Trí Phạm,321046963259,21/05/1980,0732787747,janehoang@example.org,"77 Lê Tổ
Quận JaneQuận, 668471",Tiểu đường,4.27,Vân Nguyễn,12/06/2026
d1682e09-f1f7-4904-9307-5157d8c128e7,Vi Nguyễn,687339500479,15/08/1991,0848016245,johntran@example.net,"7 Nguyễn Dãy
JohnThành phố, 658065",Khỏe mạnh,6.61,An Văn Mai,21/05/2026
49646b96-fa3c-4628-8926-21df465568b7,Vân Bùi,609835841687,22/11/1959,0949912165,tranjohn@example.org,"46 Jane Số
JohnPhường, 336828",Tim mạch,8.24,Vũ Nguyễn,19/01/2026
8d7dd772-608e-4f5c-a117-727067c0518b,Ông Nam Lê,523986800025,30/09/1946,0887298259,pbui@example.com,"0 John Dãy
JohnThành phố, 817675",Tim mạch,4.88,Tùng Hoàng,08/05/2026
d9b59f84-edc3-41c3-adea-2d2d086c405f,Nam Hoàng Hoàng,949588879470,12/02/1955,0751694097,ttran@example.org,"8 Bùi Hẻm
Huyện JohnThành phố, 558320",Tim mạch,11.72,Cô Linh Hoàng,30/05/2026
658e54a2-9879-4f35-b471-99869d264599,Nam Đức Dương,993097289623,07/04/2002,0391307562,janemai@example.com,"943 John Khu
Thị xã JohnPhường, 508548",Khỏe mạnh,9.37,Quang Đức Trần,02/01/2026
5c238d8d-71da-45b9-8eea-9db8f165d779,Tú Lê,689702838578,17/05/1947,0852785854,janeduong@example.net,"015 Jane Số
Huyện JaneThị xã, 917018",Khỏe mạnh,5.13,Nhật Mai,25/06/2026
926bffa5-3e24-4fbf-ba69-8cd2fe2390f3,Quý cô Bảo Lê,348434437575,04/02/1972,0944198665,jane72@example.org,"47 Jane Khu
Thị xã JohnThị xã, 212168",Huyết áp cao,5.97,Bà An Bùi,06/03/2026
cdd7f460-6140-47d3-9ec4-ea48d773f98d,Bảo Tấn Bùi,415747338484,07/01/1954,0519933083,jane93@example.com,"47 Jane Số
JaneHuyện, 219420",Huyết áp cao,3.95,Chị Dương Mai,06/01/2026
f166cdcf-762c-4fbc-ba2a-a7baf3f81c31,Quý cô Vi Vũ,657120826773,26/11/1944,0754019380,iduong@example.net,"2 Bùi Ngõ
JaneXã, 520274",Huyết áp cao,7.05,Phương Thị Đặng,17/05/2026
98049562-8972-4bbd-8ff2-b1c4e53f9644,Hà Phạm,206724004991,23/10/1983,0747887287,johnhoang@example.net,"61 John Khu
Quận JaneHuyện, 510133",Tim mạch,5.14,Anh Quang Nguyễn,04/04/2026
eba900e1-6a7d-4d96-8ba1-72331ac3bf31,Hà Lê,152742054932,25/11/1982,0966851612,jane73@example.net,"775 Jane Đường
Thành phố JanePhường, 214675",Huyết áp cao,7.56,Chị Phương Lê,18/04/2026
6d268b37-8f52-42d3-94bb-bcf828fea761,Anh Thành Lê,304637454990,10/11/1960,0753017426,bbui@example.net,"96 Nguyễn Làng
Huyện JohnXã, 206694",Tim mạch,9.37,Bà Thành Phạm,30/03/2026
dcd5bfae-abb3-46a7-8329-97801d2c2721,Bác Trọng Bùi,459332727956,01/12/1988,0978339187,dangjane@example.com,"9 John Tổ
Quận JaneThành phố, 291936",Tim mạch,4.16,Hoàng Hữu Bùi,26/04/2026
6c4c450b-623a-40fc-9326-7d25234b4562,Quý cô Hải Mai,910883982258,26/01/1959,0813971870,janevu@example.org,"0 Nguyễn Dãy
Quận JaneXã, 629990",Khỏe mạnh,4.62,Quý ông Châu Bùi,18/05/2026
2ad11fe8-7d1b-495e-b1a0-449dd703262f,Khoa Nguyễn,679087406403,04/07/1965,0910651801,john43@example.net,"7 John Khu
JohnPhường, 562806",Khỏe mạnh,3.77,Quý cô Hương Phạm,27/02/2026
7321a8b2-0840-405a-bfd2-f491dff389aa,Quang Trần,622656766182,02/04/1995,0712868230,phamjohn@example.net,"9 Lê Hẻm
Quận JohnXã, 467856",Tiểu đường,11.82,Trọng Mai,02/02/2026
4aea1b8f-b43c-4e0a-ba9f-c10e52daf681,Nhiên Vũ,786863375243,03/07/2005,0306903311,lejane@example.org,"Quận JohnQuận
672 Bùi Số, 573947",Tiểu đường,7.29,Hải Trần,20/03/2026
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Bảo Mai Bảo Đặng,030673830284,30/10/1935,0595995342,duongjane@example.org,"637 Đặng Khu
JohnXã, 993829",Huyết áp cao,7.02,Bác Hưng Nguyễn,20/01/2026
75a72686-d632-4d31-88ac-ffcfa04d4d14,Hương Lê,408926870568,21/07/1995,0766246287,bnguyen@example.org,"Huyện JohnHuyện
5 Trần Tổ, 796787",Huyết áp cao,10.72,Cô Kim Vũ,21/05/2026
6de21429-3bf0-49c1-8156-e501b30e96e8,Nhật Trần,427086688263,23/08/1935,0735175183,janetran@example.org,"051 Lê Dãy
Quận JaneThành phố, 866260",Tiểu đường,5.78,Hà Đặng,13/03/2026
61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,Chị Hà Mai,990139837354,24/08/1936,0333173936,janedang@example.net,"97 John Ngõ
Thành phố JaneHuyện, 550246",Huyết áp cao,8.19,Hoàng Hải Vũ,06/05/2026
99db1302-8dab-46d3-bf87-dfc2159152f2,Nam Vũ,467854458771,15/06/1963,0853556093,janevu@example.net,"61 Jane Ngõ
Huyện JaneQuận, 505629",Huyết áp cao,3.64,Thành Xuân Dương,30/05/2026
1149d096-965d-444f-8445-c1a812af97e4,Thảo Phạm,899642353693,29/11/1940,0885477725,buijane@example.net,"61 Jane Ngõ
JohnXã, 313068",Huyết áp cao,4.69,Bà Kim Hoàng,04/05/2026
ae59aa52-a65b-422b-95a3-86d9c362a810,Hạnh Bùi,872808010062,21/12/1967,0512038750,phamjohn@example.com,"21 John Đường
Thị xã JaneXã, 642347",Khỏe mạnh,9.1,Phúc Đặng,25/01/2026
44cdbfdd-df9b-441e-87f7-bda1bff15840,An Đặng,008860084840,03/12/1993,0962118233,john49@example.net,"5 Jane Hẻm
JohnHuyện, 910894",Tim mạch,10.43,Khoa Trần,14/02/2026
0b461173-00a8-4473-8242-5912bda3c162,Mai Nguyễn,461567933410,13/09/1999,0366687002,jane22@example.org,"536 Vũ Ngõ
JohnXã, 806033",Tiểu đường,7.75,Lan Phạm,06/06/2026
f43e8c48-0bc1-49e5-bb3d-f0638409c5ea,Hà Mai Vũ,659180339740,11/10/1977,0348902503,john87@example.org,"4 Jane Tổ
JohnPhường, 673108",Huyết áp cao,9.89,Chị Ngọc Bùi,05/01/2026
a2cd1590-58af-493c-8aa2-b4c93ba5bd76,Linh Nguyễn,614293968562,14/09/1986,0385016315,john38@example.org,"410 Jane Tổ
JohnXã, 200219",Khỏe mạnh,11.74,Quý cô Hà Hoàng,21/04/2026
f6d70248-a995-4cc3-af5b-09a60ff1c51f,Chị Hạnh Vũ,504773586629,14/05/1978,0819431142,udang@example.com,"291 John Hẻm
JaneHuyện, 526259",Khỏe mạnh,9.55,Phương Đặng,30/05/2026
769de1e3-4eed-4124-b3b0-d6763527a5c8,Tú Trần,265511047541,11/12/1956,0512678886,john35@example.org,"68 Jane Khu
Thành phố JaneThị xã, 682959",Tiểu đường,3.72,Cô Chi Trần,06/06/2026
030f9be9-1f17-4f93-a3c9-7a1ecb371d97,Ánh Phạm,581995604661,13/04/1953,0939826224,janedang@example.net,"9 Trần Đường
Quận JaneQuận, 196446",Tim mạch,5.78,Tú Thị Dương,10/01/2026
